用户昵称,性别,评论内容,被回复用户,评论层级,用户当前等级,点赞数量,回复时间
心等闲,男,还真是微信上现在都还有洗地的,Embrace_Dark,二级评论,5,0,2024-11-08 20:01:30
丶雪幽,保密,你可以骂B友们犯贱，嘴臭，但你不能说B友们不知道数理化天才在中国不会被埋没这个事实[doge],Embrace_Dark,二级评论,6,0,2024-11-12 02:57:40
荧光变粉红,男,姜萍之所以能够取得显著的成就，既得益于她个人的不懈奋斗，也归功于那些独具慧眼的“伯乐”所给予的鼓励与支持。我们由衷地期待，未来能够涌现出更多如同姜萍一般的人才，在自己的专业领域里绽放出璀璨的光芒。-------以上内容来自百度,,一级评论,5,0,2024-11-04 12:29:17
小小法师冒险记,男,人有多大胆[doge],,一级评论,5,0,2024-11-04 12:23:59
小出_夏野,女,主=6,,一级评论,6,0,2024-11-04 12:09:59
桃鸢㫥,女,牢师，会赢的吗,,一级评论,5,0,2024-11-04 11:59:56
鑫森㵘焱燚㙓,保密,讲真，要是姜萍是个男的这场闹剧都搞不了那么大,,一级评论,5,0,2024-11-04 11:46:09
析水以东,保密,是男的当时就捶死了，不会有这么多人给他说话的,鑫森㵘焱燚㙓,二级评论,6,3,2024-11-04 11:57:40
awaawa的人,保密,学技术的不好好搞技术，非去学术类捣乱[吃瓜],,一级评论,2,0,2024-11-04 11:41:27
数学天才_姜萍,保密,撤热搜倒是神速,,一级评论,6,0,2024-11-04 11:29:07
XCyrus,保密,令人忍俊不禁,,一级评论,6,0,2024-11-04 11:25:21
因果无常,保密,意料之中,,一级评论,5,0,2024-11-04 11:04:18
栩絮如生,保密,那帮说“不要自证陷阱”的人呢？[OK],,一级评论,4,0,2024-11-04 11:00:07
暖言曹髦,男,@开线裤衩子 我们胜利了[打call],,一级评论,5,0,2024-11-04 10:59:43
开线裤衩子,保密,嘻嘻 真理的殿堂，容不下诡辩者[给心心],暖言曹髦,二级评论,4,0,2024-11-04 14:34:52
啊恰aqia,保密,人急了什么都做的出来，除了数学题,,一级评论,4,0,2024-11-04 10:43:50
东方龠,保密,别尬黑，她已经被留学中介介绍到哈佛了,,一级评论,6,0,2024-11-04 10:31:38
明理湖畔_258,男,"关于姜萍数学造假的事，目前已经发表的反洗通稿包括但不限于：
1.（不能以偏概全理论）只是违反了不能讨论的规则，又不是什么题都不会做，偶尔一两道题接受老师点拨就能达到全球12名，她还很有天赋和水平的。
2.（放缩法理论）只要能参加比赛就是天才
3.（阶级斗争理论）学阀和资本就是要阶级固化
4.（性别对立理论）连一个女孩子都不放过，一定要把她打成作弊，父权社会太可恨了容不下一个女天才的出现
5.（甩锅加女性本弱理论）犯错的是阿里、王闰丘那些楠人，但是楠人却咬着姜萍一个无辜的女孩子不放，这是对女性的恶意！这是厌女！",,一级评论,5,0,2024-11-04 10:25:47
冰封Se_Kai,男,"阿里达摩院就这样从这件事里摘出去了吗？
如果阿里专业程度够高，比赛流程足够严谨规范，是不是可以杜绝姜萍这件事的发生？
没有严格的查证就对姜萍进行了采访，然后发布采访博取流量，甚至采访视频都有剪辑的迹象，是不是可以认为阿里达摩院和姜萍还有王润秋是穿一条裤子的？",,一级评论,6,0,2024-11-07 23:24:23
numberworld,保密,笑死🤣🤣🤣🤣🤣🤣🤣,,一级评论,5,0,2024-11-04 09:40:03
別裡小夫,保密,哈哈哈 终于到八月末了吗,,一级评论,4,0,2024-11-04 09:25:06
利刃沾翔二次伤害,保密,央视上大分[笑哭],,一级评论,5,0,2024-11-04 09:18:44
b站小将逆天,保密,b站没意思，全是反对姜萍的,,一级评论,3,0,2024-11-04 08:53:39
-吃啥呢给我掰点-,男,路边一条野🐶来了,b站小将逆天,二级评论,6,1,2024-11-04 09:36:02
_Scorpio-__,男,@央视网,,一级评论,5,0,2024-11-04 08:53:43
tobacco复数,保密,这件事确实不对 但是我们得看本质 他一个小小的高中生普通的高中生，不可能知道阿里巴巴的竞赛的 所以到底是谁在后面操作的呀？ 我觉得这个女孩被利用了 成年人都有虚荣心，更何况一个小小的高中生,,一级评论,3,0,2024-11-04 08:26:51
想看一次烟火大会,保密,人被逼急了什么都做的出来，数学卷子除外,,一级评论,6,0,2024-11-04 08:26:39
恩蛤,保密,对坏事不进行严惩，那就是绝对的鼓励[OK],,一级评论,5,0,2024-11-04 08:26:11
你不配和我辩经,保密,微博开始岁月史书了,,一级评论,5,0,2024-11-04 08:27:06
shangguansn,保密,作弊就作弊，扭扭捏捏的何必呢？,,一级评论,5,0,2024-11-04 08:13:33
怀哉怀哉-,男,哈哈大笑,,一级评论,5,0,2024-11-04 08:11:32
京渊梓辛,女,[喜极而泣],,一级评论,6,0,2024-11-04 08:06:12
薛定谔的题目,女,评论区再善如谭竹人谭竹是可以告你们造谣的了。辟谣公告都出来几个月了还吃瓜吃不明白，人胖猫姐姐一手造谣还搁那给人家美美隐身【警方公布“胖猫”事件调查细节：“胖猫”姐姐网暴谭某 故意误导舆论-哔哩哔哩】 https://b23.tv/Xl4Iilc,,一级评论,6,1,2024-11-04 07:46:20
薛定谔的题目,女,你们要是不承认这个事实和那些集美有什么区别，所以人都是相信对自己有利的，男的女的都一样,薛定谔的题目,二级评论,6,0,2024-11-04 07:47:40
Zephyr-97,保密,你但凡翻翻这视频底下评论都不会这么说,薛定谔的题目,二级评论,6,0,2024-11-04 08:38:57
练炁,保密,如果她是作弊，那么就意味着人类的成长应当被限制才算正常，否则就成作弊，不知是怎么样的险恶之人在暗中做鬼，居然就为流量，期满无知的人屡次恶意恶搞此事，人性险恶，因无知而真相掩埋。如果有一日真相被拔出，做恶诽谤他人又应当拿什么赔偿。她只是一时悟出了题目的正确解法，并不代表她是一个天才，这份领悟被当成是作弊，简直可耻可笑，都是些什么样的人。,,一级评论,5,0,2024-11-04 07:19:52
json13579,保密,我有一个更好的解法，这里写不下--jump语录。。,,一级评论,4,0,2024-11-04 06:35:38
老工加一,男,懂不懂中专的含金量[doge]下次搞这种事别在数学搞哈，太容易被识破,,一级评论,5,0,2024-11-04 06:21:39
夜鹿研究员,保密,你们想毁了数学天才吗[大哭],老工加一,二级评论,6,0,2024-11-04 06:53:03
大地玄绿,男,其实可以挖一挖，为什么热衷造女神,,一级评论,6,0,2024-11-04 06:17:07
bili_63610695855,保密,提供帮助不是作弊吗，幽默媒体,,一级评论,5,0,2024-11-04 05:45:47
是0但不是那个0,保密,当时网暴天使猫猫酱的人现在知道自己多小丑了？,,一级评论,5,0,2024-11-04 05:06:06
已有疼痛感写错了,女,媒体啊。,,一级评论,6,0,2024-11-04 04:32:19
RoySzZZ,保密,不搜索还真看不到，笑死,,一级评论,6,0,2024-11-04 04:20:36
不管怎么改名都会违规,男,数学我不懂 但是我学会了主=6,,一级评论,5,0,2024-11-04 04:18:01
星光肥嘟嘟卫门,保密,好爽！！！哈哈哈哈第一次说是天才发布的时候我在底下评论说相信的都没上过大学高数。被追着喷了200楼…,,一级评论,6,0,2024-11-04 04:02:08
牢大大炸鸡,男,早就知道乌合之众的意思了，很多人根本就没有脑子，看见什么信什么,,一级评论,3,0,2024-11-04 03:06:40
月色清寂,保密,主[doge],,一级评论,5,0,2024-11-04 03:02:58
xulink_bl,保密,错的不止姜萍一干人等，还有那些助波推栏自媒体。属于是黄渤做菜，别的不说，先绝了。也不知道端上来是什么东西，是香是臭，还怂恿别人吃。,,一级评论,5,0,2024-11-04 02:55:56
东方顺天,男,黄渤惹到谁了[笑哭],xulink_bl,二级评论,6,0,2024-11-04 03:00:23
-Flyfreely,保密,就算是吃了也得说绝了[doge_金箍],xulink_bl,二级评论,5,0,2024-11-04 03:12:02
xulink_bl,保密,回复 @东方顺天 : 打字的时候愣是没想起黄磊[喜极而泣],xulink_bl,二级评论,5,0,2024-11-04 03:28:37
将士和老君,男,嗨，假的就是假的，,,一级评论,3,0,2024-11-04 02:35:03
爵士糖焖,保密,首先，姜萍不不存在作弊现象，如果存在作弊现象不可能没有对姜萍本人的处罚。既然不存在作弊，平时她不懂的知识，他老师教了就是错吗？难道说是因为她老师没有大学教授从业证书教高等知识就是违规？,,一级评论,4,0,2024-11-04 02:10:28
云蟃甲,保密,还在洗，有人信吗,爵士糖焖,二级评论,6,0,2024-11-04 02:11:22
爵士糖焖,保密,你和粒子力学创始人坐一桌,爵士糖焖,二级评论,4,0,2024-11-04 02:11:25
爵士糖焖,保密,名字不是白起的，不是一般的唐😅,爵士糖焖,二级评论,4,0,2024-11-04 02:11:41
-都瓦克因-,保密,回复 @爵士糖焖 :禁止自娱自乐[doge_金箍],爵士糖焖,二级评论,6,0,2024-11-04 03:43:16
嘔系妳戴迪,保密,这是真faker,,一级评论,5,0,2024-11-04 02:06:50
烤肉狂人,男,主=6,,一级评论,6,0,2024-11-04 01:40:31
在下小神明,男,追究那些媒体,,一级评论,5,0,2024-11-04 01:13:20
宸德荣,男,回旋镖,,一级评论,5,0,2024-11-04 00:59:02
酷炫鸡,保密,有可能是蒙出来的，开几个小号，不确定的地方就可以换一种写法,,一级评论,5,0,2024-11-04 00:42:24
18岁死去的人,保密,所以说，结局到底是什么？,,一级评论,4,0,2024-11-04 00:42:13
易布燃,保密,没装死，就不错。,,一级评论,6,0,2024-11-04 00:01:32
巨像拿头撞维京,男,幽默完了,,一级评论,6,0,2024-11-07 19:23:38
岁月流年owo,女,学习差可以，但是一个人得要脸,,一级评论,5,0,2024-11-03 23:55:14
桜川hello,女,说神的是你们,,一级评论,6,0,2024-11-03 23:53:48
Troup_,男,说到底，人就是环境的产物。龙生龙凤生凤也是有道理的。奇迹和跨越阶层的哪怕有也是极少数,,一级评论,6,0,2024-11-03 23:40:31
kiknwes,保密,额，很疑惑的是姜萍之前做那些高等数学岂不是全是假的，她这个人岂不是有道德问题，她父母难道不知道姜萍是什么货色？,,一级评论,4,0,2024-11-03 23:12:05
明年上高一,保密,哦哦哦，这就去清算今年6月份的评论区，红星视频的还没删,,一级评论,6,0,2024-11-03 23:05:46
陈段根教授,保密,姜萍是好的，本身自己也有水平，能考20名，老师辅导了一下，发挥得更好了，考了12名，看懂了吗？,,一级评论,5,0,2024-11-03 23:05:38
内防大牛,保密,我是姜萍，确实是这样子的,陈段根教授,二级评论,4,0,2024-11-03 23:09:52
天道耗轮回,保密,哈哈哈，一个中专数学都能考不及格的，你还以为他能在竞赛考多高成绩?,陈段根教授,二级评论,5,0,2024-11-03 23:42:28
呃一般,男,抽奖抽出幻觉了😂,陈段根教授,二级评论,6,0,2024-11-03 23:49:42
清汤旺雪,男,你看懂了吗，这是涉嫌作弊了，人家不想把话说的太难听给你留点脸。初赛考试在她老师的帮助下完成的 你还说她自己有水平，她有个锤子 我就是随便抓一个路人都不可能写出主＝6的,陈段根教授,二级评论,6,0,2024-11-04 00:13:24
star-心尘,男,转人工,陈段根教授,二级评论,6,0,2024-11-04 00:23:53
佩洛洛单推人,保密,就是因为姜萍篮球打得比科比厉害，一群人眼红拼名黑罢了,陈段根教授,二级评论,5,0,2024-11-04 00:50:16
威狗非狗,保密,把作弊说得那么好听,,一级评论,5,0,2024-11-03 23:03:20
HugoWebb,保密,完了，主不等于6了,,一级评论,5,0,2024-11-03 23:00:02
大橋頭營運長余孫生,男,幽默,,一级评论,6,0,2024-11-03 22:53:17
新世纪开启了,保密,。。,,一级评论,4,0,2024-11-03 22:52:38
虚构天理,男,学生会骗人，老师会骗人，组织者会骗人，甚至各大媒体会骗人，但数学不会，数学不会就是不会[OK],,一级评论,6,0,2024-11-03 22:52:27
淚_痕,保密,这集我看过，叫漫无止境的八月,,一级评论,5,0,2024-11-03 22:47:06
三思而行图,保密,主≠6了[大哭][大哭][大哭],,一级评论,5,0,2024-11-03 22:45:10
随墨卿染,保密,阿里巴巴道歉了吗[doge],,一级评论,6,0,2024-11-03 22:43:31
随风而行且去,保密,姜萍：我撒了弥天大谎[OK]我只是个骗子，我说的话你只能信一半[OK],,一级评论,4,0,2024-11-03 22:28:32
一然饭特稀-,女,多大点事，只是提供指导，又不是作弊[doge],,一级评论,5,0,2024-11-03 22:27:28
逻辑老冯,保密,姜萍人了，她好像消失了一样。,,一级评论,4,0,2024-11-03 22:21:42
痛失我爱1998,保密,姜萍一个未成年小女孩，已经被坏人带到沟里了,,一级评论,4,0,2024-11-03 22:04:57
风綝,男,主＝6,,一级评论,6,0,2024-11-03 21:58:03
喜欢的囍-,保密,谁有当初有个搞学术的up发的姜萍作假的视频？视频里起誓了的，我找不到了，是被b站删了吗？,,一级评论,6,0,2024-11-03 21:55:24
小温躺板板,女,同问我也找不到了 好像他是清北的,喜欢的囍-,二级评论,5,0,2024-11-03 22:35:35
喜欢的囍-,保密,已找到！ https://b23.tv/B3o6JTl,喜欢的囍-,二级评论,6,0,2024-11-03 22:58:42
喜欢的囍-,保密,回复 @小温躺板板 :【黎明到来之前，最后一期-哔哩哔哩】 https://b23.tv/B3o6JTl,喜欢的囍-,二级评论,6,0,2024-11-03 22:58:49
且听丶风吟zzz,男,有时候想想，这分数多高才算高啊？,,一级评论,6,0,2024-11-03 21:54:46
蕪湖準備起飛,保密,BV1XoSkYBE7E,,一级评论,6,0,2024-11-03 21:52:57
笑着看你装逼,保密,希望姜萍没事,,一级评论,5,0,2024-11-03 21:51:19
从春华秋实到风生水起,保密,采访邻居视频我看了都说他比较好学。一阵猛夸，涟水文旅连发好几条视频现在都不见了。你们可怎么收场啊？！,,一级评论,3,0,2024-11-03 21:41:21
赵颜爱,保密,弓和箭,,一级评论,2,0,2024-11-03 21:40:49
0五倍根号五0,保密,我觉得应该和豚鼠一样公开道歉把名次还给别人，巨讨厌作弊占别人名次的,,一级评论,6,0,2024-11-03 21:35:54
616414,保密,逆天,,一级评论,5,0,2024-11-03 21:31:06
居安思危-解决问题,保密,[大哭],,一级评论,6,0,2024-11-03 21:30:47
汉主凌空万国明,男,主=几？,,一级评论,6,0,2024-11-03 21:29:43
创笙山海,男,当初那些挺姜萍的呢出来说话,,一级评论,6,0,2024-11-03 21:28:45
数峰出云间,保密,拿姜萍跟韦神比的说话呀，哑巴啦？[OK],,一级评论,6,0,2024-11-03 21:26:27
千丿江,保密,吃死的，对赌钱的，奇迹般的消失了,,一级评论,5,0,2024-11-03 21:13:17
吹气球吹个个大气球,保密,造神失败[doge],,一级评论,5,0,2024-11-03 21:08:01
可爱的소소,保密,考数学别人写解字，姜萍都快答完了。[doge],,一级评论,5,0,2024-11-03 21:05:52
转生炎兽梦见电子龙,保密,沟槽的预赛作弊决赛都结束了才爆出来，你说这里面没点神秘力量我都不信[辣眼睛],,一级评论,5,0,2024-11-03 21:04:38
momomomonomomono,保密,暂停一下👋🏻让我们恭喜这位女士[打call],,一级评论,5,0,2024-11-03 21:03:46
路道,保密,@事件后续追踪 哥们帮忙看看,,一级评论,5,0,2024-11-03 20:29:13
